"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
"0014519"	"1631"	"2"	" 5"	" 2"	"2"	"039"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	715.566726
"0014524"	"1631"	"2"	" 5"	" 2"	"1"	"008"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"2"	" "	180	"1"	690	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	372	"2"	NA	"1"	10	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	115	"2"	NA	"1"	83	"1"	30	"1"	40	"2"	NA	"1"	12	1532	1252	1252	NA	280	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	715.566726
"0014530"	"1631"	"2"	" 5"	" 2"	"2"	"006"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"2"	" "	180	"1"	690	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	8	"1"	10	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	164	"2"	NA	"1"	20	"1"	15	"2"	NA	"2"	NA	"2"	NA	1087	888	888	NA	199	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	715.566726
"0014545"	"1631"	"2"	" 5"	" 2"	"2"	"002"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	715.566726
"0014558"	"1632"	"2"	" 4"	" 2"	"2"	"043"	"2"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	672.437744
"0014561"	"1632"	"2"	" 4"	" 2"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	672.437744
"0014577"	"1632"	"2"	" 4"	" 2"	"2"	"011"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"2"	" "	0	"1"	666	"1"	63	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"1"	360	NA	NA	NA	NA	NA	"1"	80	"1"	5	"1"	150	"1"	60	"2"	NA	"2"	NA	"2"	NA	1434	1139	1139	NA	295	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	672.437744
"0014583"	"1632"	"2"	" 4"	" 2"	"2"	"005"	"1"	"1"	"1"	"0"	"1"	"02"	"2"	"2"	" "	0	"1"	666	"1"	63	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	40	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	60	"2"	NA	"1"	140	"2"	NA	"2"	NA	"2"	NA	"2"	NA	969	769	769	NA	200	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	672.437744
"0014596"	"1633"	"2"	" 4"	" 3"	"1"	"043"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	461.644584
"0014600"	"1633"	"2"	" 4"	" 3"	"2"	"041"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	672	NA	NA	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	672	672	NA	672	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	461.644584
"0014617"	"1633"	"2"	" 4"	" 3"	"1"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"2"	" "	790	"1"	762	"2"	NA	"2"	NA	"1"	45	"2"	NA	"1"	120	"1"	150	"1"	36	"2"	NA	"2"	NA	NA	120	NA	NA	NA	"1"	192	"2"	NA	"1"	150	"2"	NA	"1"	27	"2"	NA	"2"	NA	2392	2023	1903	120	369	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	461.644584
"0014622"	"1633"	"2"	" 4"	" 3"	"2"	"007"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"2"	" "	760	"1"	762	"2"	NA	"2"	NA	"1"	45	"1"	120	"1"	120	"1"	100	"1"	36	"2"	NA	"2"	NA	NA	120	NA	NA	NA	"1"	280	"2"	NA	"1"	100	"1"	25	"1"	20	"2"	NA	"2"	NA	2488	2063	1943	120	425	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	461.644584
"0014638"	"1634"	"2"	" 3"	" 1"	"1"	"048"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	840.885668
"0014643"	"1634"	"2"	" 3"	" 1"	"2"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	840.885668
"0014656"	"1634"	"2"	" 3"	" 1"	"2"	"006"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"2"	" "	0	"1"	660	"2"	NA	"2"	NA	"2"	NA	"1"	180	"1"	420	"1"	50	"1"	30	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	1340	1340	1340	NA	NA	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	840.885668
"0014669"	"1635"	"2"	" 4"	" 2"	"1"	"043"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	557.470627
"0014675"	"1635"	"2"	" 4"	" 2"	"2"	"033"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	557.470627
"0014681"	"1635"	"2"	" 4"	" 2"	"2"	"005"	"1"	"1"	"1"	"1"	"1"	"02"	"1"	"1"	" "	0	"1"	684	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	25	"2"	NA	"2"	NA	"2"	NA	NA	NA	132	NA	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	891	841	709	132	50	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	557.470627
"0014694"	"1635"	"2"	" 4"	" 2"	"2"	"003"	"1"	"1"	"1"	"1"	"1"	"02"	"1"	"1"	" "	0	"1"	684	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	132	NA	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	866	816	684	132	50	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	557.470627
"0037497"	"1636"	"4"	" 4"	" 2"	"1"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	502.081697
"0037500"	"1636"	"4"	" 4"	" 2"	"2"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	502.081697
"0037517"	"1636"	"4"	" 4"	" 2"	"2"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"1"	690	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	120	"1"	100	"1"	100	"2"	NA	"2"	NA	NA	210	NA	NA	NA	"1"	150	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	1370	1220	1010	210	150	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	502.081697
"0037522"	"1636"	"4"	" 4"	" 2"	"1"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"1"	690	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	120	"1"	150	"1"	100	"2"	NA	"2"	NA	NA	210	NA	NA	NA	"1"	150	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	1420	1270	1060	210	150	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	502.081697
"0037538"	"1637"	"4"	" 2"	" 1"	"2"	"026"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1211.802614
"0037543"	"1637"	"4"	" 2"	" 1"	"1"	"032"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	600	NA	"1"	80	"1"	5	" "	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	735	600	NA	600	135	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1211.802614
"0037556"	"1638"	"4"	" 2"	" 1"	"2"	"046"	"2"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	822.791495
"0037569"	"1638"	"4"	" 2"	" 1"	"1"	"021"	"2"	"1"	"1"	"0"	"4"	"08"	"1"	"1"	" "	90	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	340	"1"	30	" "	NA	"1"	35	"2"	NA	"2"	NA	"1"	230	725	90	90	NA	635	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	822.791495
"0057877"	"1639"	"4"	" 4"	" 2"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	697.885803
"0057883"	"1639"	"4"	" 4"	" 2"	"2"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	697.885803
"0057896"	"1639"	"4"	" 4"	" 2"	"2"	"012"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"1"	" "	1656	"1"	354	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	1020	"1"	100	"2"	NA	"2"	NA	"2"	NA	NA	486	NA	NA	NA	"1"	230	"2"	NA	"1"	200	"1"	70	"1"	59	"2"	NA	"2"	NA	4175	3616	3130	486	559	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	697.885803
"0057900"	"1639"	"4"	" 4"	" 2"	"2"	"009"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"1"	" "	1656	"1"	354	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	NA	408	NA	NA	NA	"1"	250	"2"	NA	"1"	200	"1"	30	"1"	180	"2"	NA	"2"	NA	3128	2468	2060	408	660	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	697.885803
"0057917"	"1640"	"4"	" 1"	" 1"	"2"	"074"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	1440	NA	NA	70	"1"	57	"1"	10	" "	NA	"1"	12	"2"	NA	"2"	NA	"2"	NA	1589	1510	NA	1510	79	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	909.560063
"0057922"	"1641"	"4"	" 2"	" 1"	"2"	"064"	"3"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	475.978127
"0057938"	"1641"	"4"	" 2"	" 1"	"2"	"028"	"3"	"1"	"1"	"1"	"4"	"08"	"1"	"2"	" "	1200	"2"	NA	" "	NA	"1"	2400	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	420	NA	NA	NA	"1"	700	"1"	150	" "	NA	"1"	75	"2"	NA	"1"	800	"2"	NA	5745	4020	3600	420	1725	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	475.978127
"0057943"	"1642"	"4"	" 2"	" 1"	"2"	"052"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1221.870376
"0057956"	"1642"	"4"	" 2"	" 1"	"1"	"012"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"2"	" "	1680	"1"	360	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	90	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	438	875	NA	NA	"1"	127	"2"	NA	"2"	NA	"1"	50	"1"	25	"2"	NA	"2"	NA	3645	3443	2130	1313	202	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1221.870376
"0058036"	"1643"	"4"	" 4"	" 1"	"2"	"050"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	529.501698
"0058041"	"1643"	"4"	" 4"	" 1"	"1"	"051"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	529.501698
"0058054"	"1643"	"4"	" 4"	" 1"	"1"	"022"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	529.501698
"0058067"	"1643"	"4"	" 4"	" 1"	"2"	"018"	"1"	"1"	"1"	"0"	"4"	"09"	"1"	"1"	" "	0	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	60	"2"	NA	" "	NA	"1"	50	"2"	NA	"1"	350	"2"	NA	460	0	0	NA	460	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	529.501698
"0058073"	"1644"	"4"	" 3"	" 1"	"2"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	878.363215
"0058089"	"1644"	"4"	" 3"	" 1"	"2"	"016"	"1"	"1"	"1"	"1"	"3"	"05"	"2"	"1"	" "	765	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	156	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	222	NA	NA	NA	"1"	180	"1"	20	"2"	NA	"1"	60	"2"	NA	"2"	NA	"2"	NA	1403	1143	921	222	260	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	878.363215
"0058092"	"1644"	"4"	" 3"	" 1"	"1"	"047"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	878.363215
"0058106"	"1645"	"4"	" 3"	" 1"	"1"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	413.037058
"0058113"	"1645"	"4"	" 3"	" 1"	"2"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	413.037058
"0058128"	"1645"	"4"	" 3"	" 1"	"1"	"020"	"1"	"1"	"1"	"0"	"4"	"08"	"1"	"2"	" "	1376	"1"	240	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"1"	60	NA	NA	NA	NA	NA	"2"	NA	"1"	75	" "	NA	"1"	30	"1"	30	"1"	50	"2"	NA	1861	1676	1676	NA	185	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	413.037058
"0058134"	"1646"	"4"	" 2"	" 1"	"2"	"052"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	373.77062
"0058149"	"1646"	"4"	" 2"	" 1"	"2"	"023"	"1"	"1"	"1"	"1"	"4"	"08"	"1"	"1"	" "	1400	"1"	546	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	240	NA	NA	"2"	NA	"1"	50	" "	NA	"1"	80	"2"	NA	"2"	NA	"2"	NA	2316	2186	1946	240	130	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"1"	" "	"1"	" "	373.77062
"0058152"	"1647"	"4"	" 3"	" 1"	"1"	"050"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	789.105871
"0058165"	"1647"	"4"	" 3"	" 1"	"2"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	789.105871
"0058171"	"1647"	"4"	" 3"	" 1"	"1"	"014"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"1"	" "	0	"1"	960	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	360	"1"	25	"1"	26	"2"	NA	"1"	300	NA	300	NA	NA	NA	"1"	50	"2"	NA	"2"	NA	"1"	30	"2"	NA	"1"	520	"2"	NA	2571	1971	1671	300	600	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	789.105871
